"ORDER_ID"	"BOOK_ID"	"QUANTITY"	"PRICE_PER_BOOK"
"81"	"10006511"	"2"	"200"
"81"	"10009016"	"8"	"250"
"82"	"10000007"	"4"	"130"
"82"	"10002278"	"3"	"180"
"82"	"10002341"	"6"	"420"
"82"	"10002389"	"9"	"320"
"82"	"10003216"	"1"	"300"
"82"	"10004152"	"8"	"200"
"82"	"10004728"	"3"	"135"
"82"	"10005682"	"2"	"250"
"82"	"10006398"	"7"	"170"
"83"	"10001771"	"8"	"75"
"83"	"10004884"	"5"	"300"
"83"	"10005018"	"8"	"120"
"83"	"10006287"	"4"	"120"
"83"	"10007092"	"8"	"130"
"84"	"10002135"	"9"	"200"
"84"	"10002248"	"3"	"100"
"84"	"10002426"	"7"	"80"
"84"	"10006518"	"9"	"400"
"84"	"10007871"	"2"	"250"
"85"	"10003195"	"4"	"300"
"85"	"10003750"	"7"	"150"
"85"	"10003799"	"7"	"250"
"85"	"10004357"	"2"	"150"
"85"	"10004740"	"2"	"250"
"85"	"10004788"	"3"	"150"
"85"	"10005239"	"7"	"275"
"85"	"10008643"	"5"	"200"
"86"	"10001196"	"9"	"210"
"86"	"10002904"	"6"	"130"
"86"	"10005995"	"7"	"125"
"86"	"10006176"	"3"	"300"
"86"	"10006931"	"9"	"160"
"87"	"10000622"	"4"	"200"
"87"	"10003478"	"6"	"600"
"87"	"10004111"	"10"	"250"
"87"	"10004376"	"8"	"400"
"87"	"10004606"	"6"	"125"
"87"	"10005165"	"10"	"360"
"87"	"10007082"	"9"	"150"
"87"	"10007611"	"10"	"400"
"87"	"10007954"	"4"	"170"
"87"	"10008519"	"3"	"180"
"88"	"10000456"	"7"	"220"
"88"	"10000960"	"4"	"225"
"88"	"10001846"	"10"	"150"
"88"	"10003766"	"5"	"200"
"88"	"10004200"	"1"	"500"
"88"	"10006015"	"2"	"150"
"88"	"10006997"	"3"	"250"
"88"	"10007471"	"8"	"300"
"88"	"10008620"	"3"	"130"
"89"	"10001747"	"1"	"130"
"89"	"10002883"	"10"	"350"
"89"	"10003607"	"3"	"250"
"89"	"10004383"	"4"	"225"
"89"	"10005898"	"8"	"280"
"89"	"10006145"	"1"	"350"
"89"	"10007014"	"3"	"100"
"89"	"10008049"	"10"	"160"
"90"	"10001453"	"4"	"300"
"90"	"10002930"	"7"	"250"
"90"	"10004012"	"3"	"200"
"90"	"10005603"	"4"	"240"
"90"	"10005790"	"10"	"150"
"90"	"10008972"	"8"	"160"
"91"	"10002941"	"9"	"450"
"91"	"10003016"	"9"	"300"
"91"	"10006159"	"4"	"300"
"91"	"10006547"	"8"	"400"
"91"	"10007638"	"8"	"135"
"91"	"10007815"	"7"	"160"
"92"	"10000437"	"6"	"300"
"92"	"10001571"	"8"	"275"
"92"	"10001654"	"5"	"140"
"92"	"10002005"	"8"	"180"
"92"	"10003214"	"10"	"300"
"92"	"10003592"	"7"	"120"
"92"	"10005608"	"8"	"170"
"92"	"10006667"	"6"	"200"
"92"	"10008369"	"5"	"200"
"93"	"10000152"	"6"	"700"
"93"	"10000188"	"7"	"200"
"93"	"10000834"	"6"	"150"
"93"	"10002549"	"5"	"230"
"93"	"10003470"	"1"	"550"
"93"	"10004556"	"1"	"150"
"93"	"10004662"	"9"	"150"
"93"	"10005234"	"9"	"130"
"94"	"10001118"	"5"	"995"
"94"	"10003876"	"8"	"250"
"94"	"10004444"	"5"	"260"
"94"	"10005560"	"1"	"270"
"94"	"10006240"	"1"	"150"
"94"	"10006966"	"7"	"300"
"94"	"10008150"	"2"	"120"
"94"	"10008362"	"1"	"150"
"95"	"10001942"	"4"	"550"
"95"	"10003079"	"10"	"100"
"95"	"10006219"	"5"	"140"
"95"	"10007121"	"3"	"120"
"95"	"10007599"	"4"	"450"
"96"	"10000771"	"4"	"120"
"96"	"10001083"	"2"	"150"
"96"	"10001768"	"8"	"170"
"96"	"10001882"	"3"	"150"
"96"	"10003169"	"4"	"750"
"96"	"10005734"	"4"	"150"
"96"	"10006678"	"7"	"1500"
"96"	"10006829"	"1"	"300"
"96"	"10006979"	"10"	"220"
"96"	"10007416"	"6"	"120"
"97"	"10001327"	"2"	"160"
"97"	"10001387"	"5"	"120"
"97"	"10003069"	"7"	"160"
"97"	"10004321"	"2"	"300"
"97"	"10008184"	"10"	"180"
"98"	"10000590"	"8"	"225"
"98"	"10003118"	"5"	"180"
"98"	"10004068"	"9"	"500"
"98"	"10004469"	"1"	"200"
"98"	"10005252"	"5"	"275"
"98"	"10005470"	"2"	"200"
"98"	"10005753"	"6"	"675"
"98"	"10007205"	"2"	"175"
"98"	"10008673"	"8"	"129"
"99"	"10001284"	"6"	"250"
"99"	"10004695"	"1"	"800"
"99"	"10005015"	"5"	"180"
"99"	"10005202"	"4"	"400"
"99"	"10006665"	"8"	"200"
"99"	"10007819"	"8"	"300"
"99"	"10007914"	"8"	"180"
"99"	"10008006"	"8"	"240"
"100"	"10004706"	"3"	"250"
"100"	"10006344"	"10"	"700"
"100"	"10006603"	"6"	"250"
"100"	"10007713"	"4"	"200"
"100"	"10009057"	"3"	"450"
"101"	"10001365"	"5"	"185"
"101"	"10002193"	"1"	"425"
"101"	"10002357"	"8"	"130"
"101"	"10002688"	"8"	"400"
"101"	"10004159"	"5"	"200"
"101"	"10005123"	"7"	"290"
"101"	"10006009"	"5"	"150"
"101"	"10007299"	"4"	"200"
"101"	"10008248"	"6"	"400"
"102"	"10000370"	"4"	"120"
"102"	"10001892"	"4"	"200"
"102"	"10002866"	"7"	"150"
"102"	"10002979"	"4"	"300"
"102"	"10004705"	"3"	"750"
"102"	"10006635"	"4"	"220"
"102"	"10007720"	"5"	"130"
"102"	"10007765"	"2"	"200"
"102"	"10008359"	"6"	"270"
"103"	"10002798"	"8"	"150"
"103"	"10004362"	"9"	"135"
"103"	"10007393"	"5"	"150"
"103"	"10007458"	"2"	"300"
"103"	"10007851"	"2"	"220"
"103"	"10007901"	"8"	"160"
"103"	"10008463"	"5"	"2500"
"103"	"10008473"	"3"	"80"
"104"	"10000189"	"2"	"500"
"104"	"10001732"	"4"	"120"
"104"	"10002246"	"1"	"120"
"104"	"10004241"	"8"	"320"
"104"	"10004526"	"7"	"150"
"104"	"10004925"	"1"	"130"
"104"	"10005925"	"8"	"450"
"104"	"10006177"	"1"	"450"
"104"	"10007535"	"8"	"180"
"104"	"10008879"	"10"	"160"
"105"	"10001395"	"3"	"430"
"105"	"10002372"	"3"	"180"
"105"	"10002446"	"10"	"190"
"105"	"10002606"	"9"	"200"
"105"	"10003250"	"6"	"250"
"105"	"10003888"	"5"	"150"
"105"	"10003946"	"5"	"200"
"105"	"10006887"	"4"	"650"
"106"	"10002887"	"4"	"300"
"106"	"10003679"	"10"	"250"
"106"	"10004465"	"6"	"200"
"106"	"10005622"	"9"	"120"
"106"	"10005732"	"7"	"400"
"107"	"10000482"	"8"	"300"
"107"	"10001628"	"5"	"150"
"107"	"10003254"	"2"	"200"
"107"	"10003532"	"1"	"250"
"107"	"10005350"	"5"	"300"
"107"	"10005910"	"8"	"300"
"107"	"10006286"	"2"	"270"
"107"	"10007997"	"3"	"580"
"107"	"10008909"	"1"	"350"
"108"	"10001092"	"1"	"180"
"108"	"10002367"	"4"	"180"
"108"	"10004167"	"8"	"160"
"108"	"10004562"	"6"	"300"
"108"	"10006165"	"6"	"150"
"108"	"10007442"	"1"	"400"
"108"	"10008520"	"3"	"250"
"109"	"10000439"	"1"	"750"
"109"	"10001177"	"6"	"140"
"109"	"10003039"	"9"	"140"
"109"	"10003799"	"2"	"250"
"109"	"10004807"	"7"	"280"
"109"	"10008473"	"10"	"80"
"110"	"10001776"	"8"	"140"
"110"	"10002419"	"9"	"500"
"110"	"10003357"	"9"	"130"
"110"	"10004070"	"4"	"150"
"110"	"10005476"	"3"	"260"
"110"	"10005762"	"4"	"170"
"110"	"10005983"	"3"	"300"
"110"	"10008045"	"2"	"140"
"111"	"10001106"	"3"	"160"
"111"	"10001395"	"7"	"430"
"111"	"10002483"	"5"	"120"
"111"	"10002775"	"8"	"100"
"111"	"10002890"	"2"	"400"
"111"	"10003100"	"3"	"210"
"111"	"10003911"	"6"	"150"
"111"	"10004814"	"3"	"240"
"111"	"10007204"	"1"	"750"
"111"	"10008396"	"4"	"150"
"112"	"10001222"	"7"	"200"
"112"	"10002322"	"2"	"120"
"112"	"10002899"	"1"	"150"
"112"	"10003196"	"4"	"250"
"112"	"10005262"	"3"	"1180"
"112"	"10006931"	"6"	"160"
"112"	"10007610"	"9"	"250"
"112"	"10007937"	"5"	"350"
"112"	"10008752"	"3"	"300"
"112"	"10009042"	"6"	"200"
"113"	"10000873"	"6"	"150"
"113"	"10003453"	"8"	"720"
"113"	"10003624"	"7"	"350"
"113"	"10005053"	"2"	"230"
"113"	"10006052"	"6"	"350"
"113"	"10008468"	"10"	"200"
"114"	"10001521"	"10"	"250"
"114"	"10002441"	"2"	"800"
"114"	"10004899"	"7"	"250"
"114"	"10006056"	"7"	"300"
"114"	"10007473"	"10"	"150"
"114"	"10008069"	"2"	"260"
"114"	"10008773"	"2"	"250"
"115"	"10000920"	"5"	"900"
"115"	"10001904"	"2"	"125"
"115"	"10003810"	"5"	"160"
"115"	"10003840"	"5"	"200"
"115"	"10006698"	"7"	"240"
"115"	"10006852"	"10"	"225"
"116"	"10000693"	"10"	"300"
"116"	"10001567"	"5"	"150"
"116"	"10001920"	"1"	"600"
"116"	"10003259"	"2"	"350"
"116"	"10003547"	"1"	"250"
"116"	"10005138"	"8"	"1000"
"116"	"10005804"	"1"	"150"
"116"	"10005849"	"10"	"325"
"117"	"10000091"	"5"	"211"
"117"	"10000970"	"9"	"200"
"117"	"10002048"	"4"	"6500"
"117"	"10003031"	"10"	"250"
"117"	"10003679"	"4"	"250"
"117"	"10004430"	"3"	"120"
"117"	"10006907"	"4"	"350"
"118"	"10001020"	"5"	"300"
"118"	"10002961"	"9"	"430"
"118"	"10004491"	"7"	"400"
"118"	"10005358"	"6"	"130"
"118"	"10005657"	"5"	"225"
"118"	"10006060"	"6"	"200"
"118"	"10006570"	"5"	"550"
"118"	"10006594"	"6"	"200"
"118"	"10007972"	"9"	"135"
"119"	"10001596"	"2"	"120"
"119"	"10003289"	"10"	"200"
"119"	"10003797"	"8"	"200"
"119"	"10004000"	"6"	"250"
"119"	"10005199"	"7"	"150"
"120"	"10005236"	"1"	"475"
"120"	"10005468"	"5"	"175"
"120"	"10005725"	"1"	"200"
"120"	"10005840"	"4"	"120"
"120"	"10005859"	"1"	"250"
"120"	"10005909"	"6"	"250"
"120"	"10006735"	"10"	"175"
"121"	"10003130"	"8"	"250"
"121"	"10004824"	"7"	"125"
"121"	"10005517"	"4"	"450"
"121"	"10006951"	"2"	"150"
"121"	"10009007"	"6"	"150"
"122"	"10002922"	"5"	"375"
"122"	"10003372"	"4"	"200"
"122"	"10005774"	"4"	"400"
"122"	"10006691"	"4"	"300"
"122"	"10008439"	"8"	"200"
"122"	"10008452"	"6"	"100"
"122"	"10008677"	"5"	"200"
"123"	"10001968"	"2"	"200"
"123"	"10003797"	"1"	"200"
"123"	"10006912"	"2"	"120"
"123"	"10007359"	"9"	"175"
"123"	"10008706"	"1"	"180"
"124"	"10000995"	"8"	"175"
"124"	"10002723"	"6"	"350"
"124"	"10004318"	"2"	"135"
"124"	"10005171"	"4"	"150"
"124"	"10005519"	"2"	"350"
"124"	"10005945"	"1"	"150"
"124"	"10007268"	"9"	"125"
"124"	"10008716"	"3"	"250"
"124"	"10008897"	"1"	"180"
"125"	"10000101"	"7"	"180"
"125"	"10001273"	"9"	"175"
"125"	"10001343"	"2"	"200"
"125"	"10002814"	"3"	"380"
"125"	"10005530"	"3"	"200"
"125"	"10007754"	"10"	"430"
"126"	"10001022"	"9"	"150"
"126"	"10005653"	"6"	"160"
"126"	"10007743"	"3"	"200"
"126"	"10008564"	"4"	"199"
"126"	"10009044"	"9"	"160"
"127"	"10000438"	"7"	"150"
"127"	"10000454"	"7"	"300"
"127"	"10005029"	"9"	"300"
"127"	"10005096"	"1"	"200"
"127"	"10005781"	"1"	"160"
"127"	"10005839"	"2"	"125"
"127"	"10007494"	"4"	"200"
"127"	"10007782"	"7"	"175"
"128"	"10000330"	"10"	"351"
"128"	"10002520"	"10"	"200"
"128"	"10002908"	"2"	"550"
"128"	"10004020"	"6"	"125"
"128"	"10005389"	"6"	"120"
"128"	"10007439"	"4"	"150"
"128"	"10008606"	"8"	"250"
"129"	"10001175"	"8"	"140"
"129"	"10003184"	"1"	"360"
"129"	"10005965"	"6"	"180"
"129"	"10006984"	"8"	"400"
"129"	"10008207"	"10"	"400"
"129"	"10008262"	"2"	"225"
"129"	"10008351"	"7"	"150"
"130"	"10000426"	"10"	"1200"
"130"	"10000611"	"6"	"150"
"130"	"10004154"	"1"	"300"
"130"	"10005063"	"2"	"180"
"130"	"10005940"	"6"	"150"
"130"	"10006470"	"1"	"160"
"130"	"10007001"	"4"	"250"
"130"	"10007327"	"6"	"1000"
"130"	"10007673"	"4"	"150"
"131"	"10001636"	"8"	"225"
"131"	"10002272"	"1"	"120"
"131"	"10002608"	"1"	"1500"
"131"	"10003506"	"10"	"250"
"131"	"10004903"	"8"	"130"
"131"	"10004967"	"4"	"175"
"131"	"10005952"	"6"	"340"
"131"	"10007183"	"4"	"230"
"131"	"10007466"	"1"	"200"
"131"	"10008783"	"10"	"200"
"132"	"10000473"	"1"	"150"
"132"	"10000519"	"8"	"500"
"132"	"10000586"	"5"	"150"
"132"	"10000896"	"4"	"220"
"132"	"10004560"	"6"	"130"
"132"	"10004980"	"8"	"300"
"132"	"10006360"	"1"	"600"
"132"	"10007465"	"10"	"120"
"132"	"10008914"	"5"	"250"
"133"	"10000391"	"5"	"130"
"133"	"10001008"	"3"	"150"
"133"	"10004698"	"1"	"150"
"133"	"10004848"	"4"	"280"
"133"	"10008586"	"7"	"350"
"134"	"10001196"	"1"	"210"
"134"	"10001965"	"3"	"350"
"134"	"10002191"	"6"	"150"
"134"	"10003863"	"9"	"140"
"134"	"10005295"	"4"	"160"
"134"	"10005394"	"6"	"320"
"134"	"10006702"	"1"	"600"
"135"	"10000494"	"9"	"175"
"135"	"10002035"	"9"	"550"
"135"	"10004196"	"6"	"110"
"135"	"10004232"	"4"	"160"
"135"	"10004896"	"2"	"275"
"135"	"10006203"	"8"	"135"
"135"	"10007810"	"2"	"150"
"136"	"10000812"	"1"	"270"
"136"	"10002522"	"4"	"120"
"136"	"10002943"	"9"	"220"
"136"	"10005020"	"7"	"280"
"136"	"10005068"	"3"	"300"
"136"	"10005617"	"1"	"150"
"136"	"10006923"	"10"	"275"
"136"	"10008676"	"2"	"160"
"136"	"10008768"	"5"	"450"
"137"	"10001009"	"1"	"200"
"137"	"10001638"	"5"	"125"
"137"	"10001908"	"9"	"140"
"137"	"10004105"	"8"	"450"
"137"	"10004229"	"2"	"300"
"137"	"10004508"	"2"	"400"
"137"	"10006814"	"8"	"165"
"137"	"10008051"	"8"	"175"
"137"	"10009063"	"1"	"150"
"138"	"10000385"	"8"	"120"
"138"	"10004488"	"10"	"150"
"138"	"10006474"	"5"	"270"
"138"	"10006821"	"8"	"300"
"138"	"10007224"	"2"	"200"
"138"	"10008039"	"10"	"160"
"138"	"10008326"	"9"	"200"
"138"	"10008649"	"9"	"150"
"139"	"10000773"	"2"	"175"
"139"	"10000944"	"8"	"500"
"139"	"10001059"	"3"	"120"
"139"	"10001650"	"8"	"300"
"139"	"10002356"	"8"	"110"
"139"	"10003055"	"10"	"175"
"139"	"10003267"	"1"	"175"
"139"	"10006380"	"1"	"200"
"139"	"10006655"	"1"	"450"
"139"	"10006978"	"1"	"150"
"140"	"10002972"	"5"	"125"
"140"	"10003049"	"6"	"250"
"140"	"10005503"	"1"	"200"
"140"	"10006327"	"7"	"120"
"140"	"10007535"	"10"	"180"
"140"	"10008392"	"3"	"200"
"141"	"10002364"	"7"	"420"
"141"	"10003098"	"6"	"890"
"141"	"10003776"	"3"	"125"
"141"	"10004414"	"5"	"200"
"141"	"10005161"	"8"	"125"
"141"	"10005338"	"1"	"250"
"142"	"10001487"	"6"	"200"
"142"	"10001876"	"6"	"400"
"142"	"10002307"	"1"	"300"
"142"	"10002575"	"2"	"250"
"142"	"10004809"	"2"	"200"
"142"	"10005054"	"8"	"550"
"142"	"10007358"	"2"	"300"
"142"	"10007619"	"8"	"200"
"142"	"10007980"	"9"	"150"
"143"	"10000063"	"8"	"451"
"143"	"10000808"	"5"	"300"
"143"	"10000966"	"2"	"300"
"143"	"10001749"	"2"	"275"
"143"	"10002756"	"3"	"200"
"143"	"10005245"	"6"	"140"
"143"	"10006154"	"10"	"180"
"143"	"10006351"	"3"	"250"
"143"	"10006601"	"8"	"220"
"143"	"10008466"	"10"	"300"
"144"	"10000980"	"6"	"150"
"144"	"10002422"	"8"	"340"
"144"	"10002813"	"6"	"420"
"144"	"10003633"	"4"	"1500"
"144"	"10004586"	"7"	"250"
"144"	"10008931"	"1"	"270"
"145"	"10000574"	"10"	"550"
"145"	"10001998"	"2"	"200"
"145"	"10002062"	"10"	"140"
"145"	"10005318"	"3"	"150"
"145"	"10006073"	"1"	"250"
"145"	"10007170"	"5"	"220"
"145"	"10008023"	"6"	"200"
"145"	"10008757"	"6"	"300"
"146"	"10000261"	"2"	"160"
"146"	"10002245"	"3"	"120"
"146"	"10005305"	"10"	"150"
"146"	"10006831"	"1"	"350"
"146"	"10008645"	"6"	"400"
"147"	"10000705"	"10"	"125"
"147"	"10000754"	"6"	"500"
"147"	"10005916"	"9"	"300"
"147"	"10007160"	"4"	"150"
"147"	"10007295"	"8"	"150"
"147"	"10007638"	"2"	"135"
"147"	"10008282"	"2"	"200"
"147"	"10008822"	"10"	"180"
