"BOOK_ID"	"BOOK_NAME"	"BOOK_GENRE"	"BOOK_EDITION"	"AUTHOR_ID"	"PUBLISHER_ID"	"PRICE"	"DISCOUNT"	"COUNTRY"	"LANGUAGE"	"SUMMARY"	"ISBN"	"PAGES"	"TOTAL_SOLD"	"RATINGS"	"NO_OF_RATINGS"
"10000034"	"মিসির আলি সমগ্র-১"	"উপন্যাস সমগ্র"	"5th Printed, 2016"	"1000013"	"100003"	"800"	"25"	"Bangladesh"	"Bangla"		"9847010501261"	"1144"	"7232"	"4.79"	"57"
"10000039"	"ছোটদের যত লেখা"	"শিশু-কিশোর রচনা সমগ্র"	"3th Printed, 2014"	"1000013"	"100003"	"300"	"15"	"Bangladesh"	"Bangla"		"9847010502077"	"208"	"2997"	"4.67"	"6"
"10000051"	"শুভ্র সমগ্র"	"উপন্যাস সমগ্র"	"3th Printed, 2016"	"1000013"	"100003"	"600"	"15"	"Bangladesh"	"Bangla"		"9847010500165"	"623"	"7511"	"4.62"	"23"
"10000052"	"মে ফ্লাওয়ার"	"নানাদেশ ও ভ্রমণ"	"4rd Printed, 2016"	"1000013"	"100003"	"125"	"12"	"Bangladesh"	"Bangla"		"9847010500110"	"64"	"5215"	"4.26"	"15"
"10000053"	"অন্ধকারের গান"	"সমকালীন উপন্যাস"	"2nd Edition, 2004"	"1000013"	"100003"	"160"	"12"	"Bangladesh"	"Bangla"		"9847010500097"	"96"	"1348"	"4.79"	"14"
"10000054"	"হরতন ইশকাপন"	"সমকালীন উপন্যাস"	"4rd Printed, 2016"	"1000013"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9847010500691"	"78"	"5279"	"4.65"	"17"
"10000055"	"অপরাহ্ণ"	"সমকালীন উপন্যাস"	"2nd Printed, 2012"	"1000013"	"100003"	"135"	"12"	"Bangladesh"	"Bangla"		"9847010500837"	"70"	"3530"	"4.51"	"12"
"10000058"	"জন্মদিনের উপহার"	"সাহিত্য সমগ্র"	"2nd Printed, 2016"	"1000013"	"100003"	"1000"	"15"	"Bangladesh"	"Bangla"		"98470105004224"	"582"	"7185"	"4.28"	"14"
"10000065"	"হিমু সমগ্র - ১ম খণ্ড"	"উপন্যাস সমগ্র"	"5th Printed, 2014"	"1000013"	"100003"	"800"	"25"	"Bangladesh"	"Bangla"		"9844126118"	"1184"	"6241"	"4.61"	"35"
"10000074"	"কুহুরানী"	"সমকালীন উপন্যাস"	"8th Printed, 2015"	"1000013"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9844125677"	"94"	"2612"	"4.87"	"8"
"10000075"	"শ্রেষ্ঠ উপন্যাস"	"উপন্যাস সমগ্র/সংকলন"	"4rd Printed, 2013"	"1000013"	"100003"	"700"	"15"	"Bangladesh"	"Bangla"		"9847010503784"	"912"	"1333"	"5"	"9"
"10000079"	"সেদিন চৈত্রমাস"	"সমকালীন উপন্যাস"	"8th Printed, 2015"	"1000013"	"100003"	"175"	"12"	"Bangladesh"	"Bangla"		"9844124468"	"126"	"1415"	"4.87"	"15"
"10000080"	"তিনপুরুষ"	"সমকালীন উপন্যাস"	"7th Printed, 2015"	"1000013"	"100003"	"300"	"15"	"Bangladesh"	"Bangla"		"9789844320406"	"240"	"8957"	"4.62"	"8"
"10000116"	"পুফি"	"সমকালীন উপন্যাস"	"6th Printed, 2015"	"1000013"	"100003"	"175"	"12"	"Bangladesh"	"Bangla"		"9847010504606"	"103"	"2572"	"4.42"	"12"
"10000117"	"সেরা হুমায়ূন"	"সাহিত্য সমগ্র"	"3th Printed, 2016"	"1000013"	"100003"	"800"	"15"	"Bangladesh"	"Bangla"		"9847010503739"	"1071"	"4016"	"4.67"	"12"
"10000118"	"প্রেমের উপন্যাস সমগ্র : বাদল দিনের প্রথম কদম ফুল"	"রোমান্টিক উপন্যাস"	"7th Printed, 2014"	"1000013"	"100003"	"600"	"15"	"Bangladesh"	"Bangla"		"9847010500576"	"683"	"7767"	"4.85"	"13"
"10000119"	"নির্বাচিত প্রেমের উপন্যাস : ভালোবেসে যদি সুখ নাহি"	"রোমান্টিক উপন্যাস"	"4rd Printed, 2015"	"1000013"	"100003"	"600"	"15"	"Bangladesh"	"Bangla"		"9844123178"	"800"	"3784"	"5"	"8"
"10000120"	"দশটি উপন্যাস"	"সমকালীন উপন্যাস"	"2nd Printed, 2009"	"1000013"	"100003"	"751"	"15"	"Bangladesh"	"Bangla"		"9847010502466"	"736"	"5785"	"5"	"6"
"10000121"	"ইস্টিশন"	"সমকালীন উপন্যাস"	"10th Printed, 2015"	"1000013"	"100003"	"160"	"12"	"Bangladesh"	"Bangla"		"9784120802"	"92"	"8328"	"5"	"10"
"10000122"	"এইসব দিনরাত্রি"	"সমকালীন উপন্যাস"	"11th Printed, 2016"	"1000013"	"100003"	"400"	"15"	"Bangladesh"	"Bangla"		"9789844321731"	"320"	"5272"	"4.81"	"15"
"10000123"	"প্রেমের গল্প"	"সমকালীন গল্প"	"8th Printed, 2014"	"1000013"	"100003"	"251"	"15"	"Bangladesh"	"Bangla"		"9844120985"	"160"	"4892"	"4.86"	"7"
"10000124"	"অন্যভুবন"	"সমকালীন উপন্যাস"	"12th Printed, 2012"	"1000013"	"100003"	"125"	"12"	"Bangladesh"	"Bangla"		"9844120047"	"64"	"7570"	"4.59"	"12"
"10000125"	"তোমাকে"	"রোমান্টিক উপন্যাস"	"20th Published, 2015"	"1000013"	"100003"	"125"	"12"	"Bangladesh"	"Bangla"		"9844120020"	"72"	"1408"	"4.6"	"10"
"10000126"	"জীবনকৃষ্ণ মেমোরিয়াল হাইস্কুল"	"সমকালীন উপন্যাস"	"9th Printed, 2016"	"1000013"	"100003"	"125"	"12"	"Bangladesh"	"Bangla"		"9844125995"	"79"	"5562"	"4.82"	"10"
"10000127"	"রোদনভরা এ বসন্ত"	"সমকালীন উপন্যাস"	"11th, 2014"	"1000013"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9847010503906"	"92"	"2482"	"4.76"	"8"
"10000128"	"ময়ূরাক্ষী"	"সমকালীন উপন্যাস"	"14th Printed, 2016"	"1000013"	"100003"	"125"	"25"	"Bangladesh"	"Bangla"		"9844125227"	"79"	"8267"	"4.94"	"18"
"10000129"	"বাঘবন্দি মিসির আলি"	"সমকালীন উপন্যাস"	"11th Printed, 2015"	"1000013"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9844121787"	"88"	"4499"	"4.92"	"14"
"10000567"	"তোমাদের এই নগরে"	"সমকালীন উপন্যাস"	"12th Printed, 2016"	"1000013"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9844121175"	"95"	"2375"	"4.9"	"11"
"10000813"	"ভয়ংকর ভূতুড়ে"	"হরর উপন্যাস"	"4th Print, 2015"	"1000013"	"100003"	"120"	"12"	"Bangladesh"	"Bangla"		"9787010500103"	"62"	"6339"	"5"	"7"
"10000841"	"হুমায়ূন বিচিত্রা"	"উপন্যাস সমগ্র/সংকলন"	"1st Published, 2012"	"1000013"	"100003"	"600"	"15"	"Bangladesh"	"Bangla"		"9789849007746"	"542"	"5849"	"5"	"5"
"10002566"	"হিমু সমগ্র-২"	"উপন্যাস সমগ্র"	"2nd Printed, 2015"	"1000013"	"100003"	"550"	"15"	"Bangladesh"	"Bangla"		"9847010505597"	"504"	"4598"	"4.61"	"18"
"10007336"	"মিসির আলির গল্পমালা"	"গল্প সমগ্র/সংকলন"	"1st Published, 2017"	"1000013"	"100003"	"250"	"15"	"Bangladesh"	"Bangla"		"9789844322660"	"159"	"1331"	"5"	"3"
"10007427"	"নির্বাচিত ভূত"	"হরর উপন্যাস"	"1st Published, 2017"	"1000013"	"100003"	"550"	"15"	"Bangladesh"	"Bangla"		"9789844322677"	"431"	"9442"	"5"	"3"
"10000019"	"পথে প্রান্তরে"	"নানাদেশ ও ভ্রমণ"	"1st"	"1000014"	"100003"	"200"	"12"	"Bangladesh"	"Bangla"		"9847010502176"	"168"	"8272"	"5"	"1"
"10006833"	"শরণার্থী শিবির ও বাংলাদেশের স্বাধীনতা"	"যুদ্ধাপরাধ, গণহত্যা, শরণার্থী, নারী ও শিশু"	"1st published, 2017"	"1000014"	"100003"	"300"	"15"	"Bangladesh"	"Bangla"		"9789844322165"	"176"	"1319"	"5"	"3"
"10000020"	"অপরূপ ইউরোপ"	"নানাদেশ ও ভ্রমণ"	"1st"	"1000015"	"100003"	"160"	"12"	"Bangladesh"	"Bangla"		"9847010501384"	"96"	"9354"	"5"	"4"
"10007301"	"প্রবাসে প্রিয়জন"	"প্রবাস জীবন"	"1st Published, 2017"	"1000015"	"100003"	"175"	"12"	"Bangladesh"	"Bangla"		"9789844322592"	"103"	"1047"	"5"	"3"
"10000021"	"রিডো নদীর ধারে"	"নানাদেশ ও ভ্রমণ"	"1st Published, 2009"	"1000016"	"100003"	"300"	"15"	"Bangladesh"	"Bangla"		"9847010502152"	"214"	"5067"	"5"	"2"
"10000490"	"যুঁই ফুলের বারান্দা"	"বিবিধ প্রবন্ধ"	"2nd Published, 2018"	"1000016"	"100003"	"250"	"15"	"Bangladesh"	"Bangla"		"9789844324893"	"159"	"8001"	"5"	"1"
"10000022"	"বইমেলায় আটদিন"	"বাংলাদেশ ভ্রমণ"	"1st Published, 2009"	"1000017"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9847010501605"	"128"	"6639"	"5"	"1"
"10002824"	"শীত শুকানো রোদ"	"বাংলা কবিতা"	"1st Published, 2013"	"1000017"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9789849028154"	"96"	"9563"	"5"	"1"
"10008506"	"নক্ষত্র ও মানুষের প্রচ্ছদ"	"বাংলা কবিতা"	"2nd Edition, 2017"	"1000017"	"100003"	"450"	"15"	"Bangladesh"	"Bangla"		"9789844322790"	"304"	"1138"	"5"	"2"
"10000023"	"গণমাধ্যমে বাংলাদেশের মুক্তিযুদ্ধ ৯ম খণ্ড"	"মুক্তিযুদ্ধের ইতিহাস: গণমাধ্যমে মুক্তিযুদ্ধ"	"1st Published, 2008"	"1000018"	"100003"	"651"	"15"	"Bangladesh"	"Bangla"		"9847010500516"	"408"	"6876"	"5"	"1"
"10001649"	"গণমাধ্যমে বাংলাদেশের মুক্তিযুদ্ধ-৫"	"গণমাধ্যম ও মুক্তিযুদ্ধ"	"2nd Print, 2014"	"1000018"	"100003"	"500"	"15"	"Bangladesh"	"Bangla"		"9844126290"	"284"	"5724"	"5"	"1"
"10000024"	"একাত্তর"	"প্রসঙ্গ: মুক্তিযুদ্ধ"	"2nd Printed, 2016"	"1000019"	"100003"	"351"	"15"	"Bangladesh"	"Bangla"		"9847010501643"	"320"	"4630"	"5"	"1"
"10000030"	"গল্পসমগ্র ২"	"গল্প সমগ্র"	"2nd Edition, 2017"	"1000019"	"100003"	"551"	"15"	"Bangladesh"	"Bangla"		"9847010501360"	"431"	"5720"	"5"	"1"
"10000035"	"যত দূরে যাই"	"সমকালীন উপন্যাস"	"2nd Printed, 2011"	"1000019"	"100003"	"120"	"12"	"Bangladesh"	"Bangla"		"9847010501650"	"96"	"5574"	"5"	"1"
"10000036"	"তখন ছিলাম আমি"	"সমকালীন উপন্যাস"	"2nd Printed, 2009"	"1000019"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9847010501759"	"118"	"5333"	"5"	"1"
"10000040"	"ফার্স্ট বয় সেকেন্ড বয়"	"শিশু-কিশোর উপন্যাস"	"2nd Printed, 2011"	"1000019"	"100003"	"135"	"12"	"Bangladesh"	"Bangla"		"9847010502138"	"103"	"2701"	"4.5"	"6"
"10000041"	"ভূতগাছ"	"হরর উপন্যাস"	"4th Printed, 2013"	"1000019"	"100003"	"125"	"12"	"Bangladesh"	"Bangla"		"9847010501834"	"80"	"6471"	"5"	"2"
"10000056"	"মৌসুমি"	"রোমান্টিক উপন্যাস"	"2nd"	"1000019"	"100003"	"200"	"12"	"Bangladesh"	"Bangla"		"9847010500325"	"92"	"7661"	"4"	"1"
"10000057"	"কেমন তোমার ভালোবাসা"	"রোমান্টিক উপন্যাস"	"4th Print, 2017"	"1000019"	"100003"	"300"	"15"	"Bangladesh"	"Bangla"		"9847010500844"	"216"	"6161"	"5"	"3"
"10000081"	"কন্যা রাশির কন্যা"	"সমকালীন উপন্যাস"	"5th Printed, 2008"	"1000019"	"100003"	"120"	"12"	"Bangladesh"	"Bangla"		"9844124735"	"111"	"6810"	"5"	"1"
"10000460"	"এত যে তোমায় ভালোবেসেছি"	"রোমান্টিক উপন্যাস"	"3rd Print, 2016"	"1000019"	"100003"	"200"	"12"	"Bangladesh"	"Bangla"		"9847010504040"	"128"	"6326"	"5"	"1"
"10000461"	"কোন কাননের ফুল"	"রোমান্টিক উপন্যাস"	"1st Edition, 2011"	"1000019"	"100003"	"250"	"15"	"Bangladesh"	"Bangla"		"9847010504057"	"216"	"7919"	"5"	"1"
"10000471"	"নায়ক আসেনি"	"নৃত্য"	"1st Published, 2010"	"1000019"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9847010503326"	"112"	"3951"	"5"	"1"
"10000476"	"ক্লাসের সবচাইতে দুষ্টু ছেলেটি"	"শিশু-কিশোর উপন্যাস"	"2nd, 2013"	"1000019"	"100003"	"125"	"12"	"Bangladesh"	"Bangla"		"9847010503302"	"80"	"2418"	"5"	"1"
"10001310"	"নূরজাহান ১ম পর্ব"	"সমকালীন উপন্যাস"	"4th Print, 2014"	"1000019"	"100003"	"450"	"15"	"Bangladesh"	"Bangla"		"9847010503746"	"286"	"6071"	"5"	"2"
"10003198"	"মায়াঘর"	"সমকালীন গল্প"	"3rd Print, 2014"	"1000019"	"100003"	"250"	"15"	"Bangladesh"	"Bangla"		"9789849099109"	"136"	"6526"	"4"	"5"
"10003443"	"সমগ্র কিশোর উপন্যাস-২"	"শিশু-কিশোর রচনা সমগ্র"	"1st, 2015"	"1000019"	"100003"	"400"	"15"	"Bangladesh"	"Bangla"		"9789849132929"	"255"	"4173"	"5"	"1"
"10003633"	"নির্বাচিত উপন্যাস"	"সাহিত্য সমগ্র"	"1st Published, 2015"	"1000019"	"100003"	"1500"	"15"	"Bangladesh"	"Bangla"		"9789849118947"	"832"	"4202"	"5"	"1"
"10003634"	"১৯৭১"	"মুক্তিযুদ্ধের উপন্যাস"	"1st Published, 2015"	"1000019"	"100003"	"1300"	"15"	"Bangladesh"	"Bangla"		"9789849118930"	"720"	"1311"	"5"	"2"
"10004157"	"ভূত এসে দেখা করে গেল"	"শিশু-কিশোর গল্প"	"1st, 2015"	"1000019"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9789849133117"	"88"	"1383"	"5"	"1"
"10005445"	"ছোট সবুজ মানুষ"	"অনুবাদ সায়েন্স ফিকশন"	"1st Published, 2016"	"1000019"	"100003"	"200"	"12"	"Bangladesh"	"Bangla"		"9789844321083"	"112"	"3622"	"5"	"1"
"10006233"	"জিন্দাবাহার"	"সমকালীন উপন্যাস"	"1st Published, 2016"	"1000019"	"100003"	"400"	"15"	"Bangladesh"	"Bangla"		"9789844321694"	"256"	"1948"	"5"	"2"
"10007028"	"ভূতের নাম রমাকান্ত কামার"	"শিশু-কিশোর উপন্যাস"	"1st Edition, 2017"	"1000019"	"100003"	"150"	"12"	"Bangladesh"	"Bangla"		"9789844322578"	"80"	"4815"	"5"	"2"
"10007033"	"ভূতের কবলে ডাকাত সর্দার"	"শিশু-কিশোর উপন্যাস"	"1st Edition, 2017"	"1000019"	"100003"	"250"	"15"	"Bangladesh"	"Bangla"		"9789844322585"	"127"	"6914"	"5"	"2"
"10007102"	"নয়মাস"	"সমকালীন উপন্যাস"	"1st Published, 2017"	"1000019"	"100003"	"175"	"12"	"Bangladesh"	"Bangla"		"9789844322745"	"96"	"8029"	"5"	"2"
"10003615"	"গাছপালার কুইজ"	"পরিবেশ ও প্রকৃতি"	"1st Published, 2015"	"1001698"	"100003"	"250"	"15"	"Bangladesh"	"Bangla"		"9789849104704"	"175"	"1562"	"5"	"1"
"10003673"	"সম্রাট জাহাঙ্গীরের আত্মজীবনী"	"অনুবাদ: জীবনী, স্মৃতিচারণ ও সাক্ষাৎকার"	"1st Published, 2015"	"1001716"	"100003"	"200"	"12"	"Bangladesh"	"Bangla"		"9789849119371"	"128"	"3851"	"4.55"	"11"
"10003674"	"মুক্তিযুদ্ধ ১৯৭১"	"মুক্তিযুদ্ধের নানা ঘটনা"	"1st, 2015"	"1001717"	"100003"	"600"	"15"	"Bangladesh"	"Bangla"		"9789849119340"	"477"	"6133"	"5"	"2"
