"AUTHOR_ID"	"AUTHOR_NAME"	"AUTHOR_SUMMARY"
"1022304"	"বরুণ সমাদ্দার"	
"1022305"	"ঈশানী মুখোপাধ্যায়"	
"1022306"	"সত্যনারায়ণ ভৌমিক"	
"1022307"	"অরুনাংশু মুখার্জী"	
"1022308"	"গোপীকান্ত কোঙার"	
"1022309"	"অসিত কুমার দাশ"	
"1022310"	"বরুন কুমার মুখোপাধ্যায়"	
"1022311"	"বলেন্দ্র নাথ ঠাকুর"	
"1022312"	"শিশিরপ্রসাদ সর্বাধিকারী"	
"1022313"	"অনুপম পাল"	
"1022314"	"ক্ষিতীন্দ্রনাথ ঠাকুর"	
"1022315"	"তপন কুমার বালা"	
"1022316"	"আশিষ গিরি"	
"1022317"	"ডেভিড ভাইস"	
"1022318"	"মহাদেব গুড়িয়া"	
"1022319"	"অরুণকুমার সাঁফুই"	
"1022320"	"বিশ্বজিৎ রায়চৌধুরী"	
"1022321"	"পূর্ণেন্দুশেখর বিশ্বাস"	
"1022322"	"শংকর সান্যাল"	
"1022323"	"পুলক চট্টোপাধ্যায়"	
"1022324"	"অবশেষ দাস"	
"1022325"	"পুলক বন্দোপাধ্যায়"	
"1022326"	"সঙ্গীতা সাহা"	
"1022327"	"কমলকুমার পাল"	
"1022328"	"অর্ধেন্দু সরকার"	
"1022329"	"তুষার ঘোষ"	
"1022330"	"কঙ্ক রায়"	
"1022331"	"রতনকুমার বিশ্বাস"	
"1022332"	"চণ্ডীদাস ঘোষ"	
"1022333"	"নিমাই দাস"	
"1022334"	"অমিত কুমার দাস"	
"1022335"	"নিরঞ্জন ঘোষ"	
"1022336"	"চিত্তরঞ্জন মণ্ডল"	
"1022337"	"মাণিক্য বন্দ্যোপাধ্যায়"	
"1022338"	"শাস্ত্রী হরিচরন গঙ্গোপাধ্যায়"	
"1022339"	"প্রশান্ত সেন"	
"1022340"	"শিবানী কুণ্ডু খাঁ"	
"1022341"	"বঙ্কিমচন্দ্র সেন"	
"1022342"	"শ্রীমৎ কৌটিল্য"	
"1022343"	"উমাচরন মুখোপাধ্যায়"	
"1022344"	"সুজয় ভট্টাচার্য"	
"1022345"	"রোহিনীনন্দন সরকার"	
"1022346"	"স্বামী সোমেশ্বরানন্দ"	
"1022347"	"বারেন নিওগী"	
"1022348"	"লুইস ক্যারল"	
"1022349"	"শাম্ব"	
"1022350"	"সতীকান্ত গুহ"	
"1022351"	"স্বপন কুমার ঠাকুর"	
"1022352"	"প্রদীপ সেন"	
"1022353"	"রামগতি ন্যায়রত্ন"	
"1022354"	"নীলকন্ঠ দাসগুপ্ত"	
"1022355"	"দীপক কুমার প্রামাণিক"	
"1022356"	"পান্থপাদপ"	
"1022357"	"জীবনকৃষ্ণ ঘোষ"	
"1022358"	"পঞ্চানন সাহা"	
"1022359"	"রামকৃষ্ণ ঘোষ"	
"1022360"	"দেবীপ্রসাদ মুখোপাধ্যায়"	
"1022361"	"রিংকু পাঠক"	
"1022362"	"সুনীল সরকার"	
"1022363"	"অহিভূষণ মালিক"	
"1022364"	"দেবযানী দে"	
"1022365"	"শতরুপা সেনগুপ্ত"	
"1022366"	"অনিল ভট্টাচার্য"	
"1022367"	"অসীত কার হালদার"	
"1022368"	"গিনি সেন"	
"1022369"	"সূর্যকান্ত চক্রবর্তী"	
"1022370"	"বলাই চাঁদ মুখোপাধ্যায়"	
"1022371"	"সূর্যকুমার চট্টোপাধ্যায়"	
"1022372"	"মিলন মুখোপাধ্যায়"	
"1022373"	"এড্‌ওয়ার্ড লিয়ার"	
"1022374"	"শশিভূষণ বিদ্যালঙ্কার"	
"1022375"	"পৃথা বল"	
"1022376"	"অতনু ঘোষ"	
"1022377"	"অসীমানন্দ মহারাজ"	
"1022378"	"শুভেন্দু দে সরকার"	
"1022379"	"অবন্তীকুমার নন্দ"	
"1022380"	"বরুণ দত্ত"	
"1022381"	"মলয় সান্যাল"	
"1022382"	"সংকর্ষণ রায়"	
"1022383"	"সুনীল বন্দোপাধ্যায়"	
"1022384"	"সুজিত ভট্টাচার্য"	
"1022385"	"ফাল্গুনী ভট্টাচার্য"	
"1022386"	"বলরাম ঘোষ"	
"1022387"	"শর্মিলা ঘোষ(সেন)"	
"1022388"	"সুশীল মুখোপাধ্যায়"	
"1022389"	"বলরাম হালদার"	
"1022390"	"সত্যপ্রসাদ সেনগুপ্ত"	
"1022391"	"ময়ূখ চৌধুরী"	
"1022392"	"শতদল ভট্টাচার্য"	
"1022393"	"শিশির কুমার চক্রবর্তী"	
"1022394"	"অমল দেব"	
"1022395"	"মানবেন্দ্র পাল"	
"1022396"	"দিনকর কৌশিক"	
"1022397"	"মৃদুল দাশগুপ্ত"	
"1022398"	"বীরেন্দ্রনাথ রক্ষিত"	
"1022399"	"বেনবউ"	
"1022400"	"কমল লাহিড়ী"	
"1022401"	"প্রবীর রঞ্জন বসু"	
"1022402"	"ভবেশ দত্ত"	
"1022403"	"সুরুচিবালা রায়"	
"1022404"	"পরিমল হেমব্রম"	
"1022405"	"দেবকুমার রায়"	
"1022406"	"সুনীতি মুখোপাধ্যায়"	
"1022407"	"ভবানীপ্রসাদ মুখোপাধ্যায়"	
"1022408"	"সব্যসাচী রায়"	
"1022409"	"সুধাংশু গুপ্ত"	
"1022410"	"সঞ্জিত কুমার সাহা"	
"1022411"	"পূর্ণেন্দু গুপ্ত"	
"1022412"	"পূর্বিতা গুপ্ত"	
"1022413"	"পান্না লাল রায়"	
"1022414"	"আশিস কুমার বৈদ্য"	
"1022415"	"বিদ্যুৎ বিকাশ দে"	
"1022416"	"বিকাশ রায়"	
"1022417"	"সেলিম শাহ্"	
"1022418"	"নরেশচন্দ্র দেববর্মা"	
"1022419"	"দীপক ভট্টাচার্য"	
"1022420"	"বিষ্ণু রমণ রায়"	
"1022421"	"অনুপমা কর"	
"1022422"	"সোমা দত্ত"	
"1022423"	"গোপেন্দুভূষণ চৌধুরী"	
"1022424"	"মনোরঞ্জন গোপ"	
"1022425"	"বিমল সিংহ"	
"1022426"	"কুসুম চাকমা"	
"1022427"	"মহাদেব চক্রবর্তী"	
"1022428"	"নীলরতন মজুমদার"	
"1022429"	"মতিলাল সরকার"	
"1022430"	"সাধন দাস"	
"1022431"	"চন্দ্রোদয় বিদ্যাবিনোদ ভট্টাচার"	
"1022432"	"শেখর দেবরায়"	
"1022433"	"প্রিয়ব্রত ভট্টাচার্য"	
"1022434"	"গোপালমণি দাস"	
"1022435"	"সুপ্রীতি ভট্টাচার্য"	
"1022436"	"কেষ্ট চট্টোপাধ্যায়"	
"1022437"	"দুর্গা হালদার"	
"1022438"	"শান্তনু পাল"	
"1022439"	"সুবীর চক্রবর্তী"	
"1022440"	"অজয় গঙ্গোপাধ্যায়"	
"1022441"	"রজতকান্তি সিংহচৌধুরী"	
"1022442"	"রথীন কর"	
"1022443"	"বিজন ঘোষাল"	
"1022444"	"ব্রজেন্দ্রনাথ শীল"	
"1022445"	"মঞ্জরিতা চক্রবর্তী"	
"1022446"	"অতীন জানা"	
"1022447"	"অসিতাভ দাশ"	
"1022448"	"দেবাশিস সেন"	
"1022449"	"বাসু আচার্য"	
"1022450"	"সত্যেন্দ্রনাথ সাহা"	
"1022451"	"ভো নগুয়েন গিয়াপ"	
"1022452"	"মৃণালকান্তি দাস"	
"1022453"	"তাতিয়ানা মাকারোভা"	
"1022454"	"বসু আচার্য"	
"1022455"	"ভাস্কর রহমান"	
"1022456"	"মুকুল গঙ্গোপাধ্যায়"	
"1022457"	"ড.গৌরী্নাথ শাস্ত্রী"	
"1022458"	"নন্দকিশোর গোস্বামী"	
"1022459"	"নরহরি দাস"	
"1022460"	"রজনীকান্ত গুপ্ত"	
"1022461"	"পান্নালাল দাশগুপ্ত"	
"1022462"	"নীলমণি চক্রবর্তী"	
"1022463"	"গৌরীনাথ শাস্ত্রী"	
"1022464"	"অমলকুমার দাম"	
"1022465"	"চণ্ডীচরণ সেন"	
"1022466"	"চৈতালী দত্ত"	
"1022467"	"প্রনতি ঠাকুর"	
"1022468"	"কল্যানকুমার কুন্ডু"	
"1022469"	"দেবেল দেববর্মা"	
"1022470"	"মাসুম খোন্দকার"	
"1022471"	"কৌশিক চট্টোপাধ্যায়"	
"1022997"	"মনামী বসু"	
"1022998"	"অমরনাথ"	
"1022999"	"সুভাষ চন্দ্র বন্দোপাধ্যায়"	
"1023000"	"অঞ্জলি চৌধুরী"	
"1023001"	"পঙ্কজ বিশ্বাস"	
"1023002"	"প্রবীর কুমার বৈদ্য"	
"1023003"	"আজিজুল হক মণ্ডল"	
"1023004"	"শবরী ঘোষ"	
"1023005"	"অমরেশ মণ্ডল"	
"1023006"	"শ্যামসুন্দর প্রধান"	
"1023007"	"শর্মিলা দত্ত"	
"1023008"	"বিভাবসু দত্ত"	
"1023009"	"শিপ্রা সেন ধর"	
"1023010"	"মিলন কান্তি বিশ্বাস"	
"1023011"	"লোথার লুৎসে"	
"1023012"	"তিস্তা দত্ত রায়"	
"1023013"	"শৌরীন্দ্রনাথ রায়চৌধুরী"	
"1023014"	"কৃষ্ণরাম দাস"	
"1023015"	"অনামিকা চক্রবর্তী"	
"1023016"	"দত্তাত্রেয় দত্ত"	
"1023017"	"স্বাতী গুহ"	
"1023018"	"সুবোধ দাস"	
"1023019"	"জয়দীপ ঘোষাল"	
"1023020"	"বিবেক সিংহ"	
"1023021"	"মনাঞ্জলি বন্দ্যোপাধ্যায়"	
"1023022"	"লিপিকা সাহা"	
"1023023"	"অনুপম নস্কর"	
"1023024"	"নিত্যগোপাল বর্মণ"	
"1023025"	"নন্দিনী বন্দ্যোপাধ্যায় দে"	
"1023026"	"বিপুল মণ্ডল"	
"1023027"	"মধুরা চক্রবর্তী"	
"1023028"	"ময়ূরাক্ষী গঙ্গোপাধ্যায়"	
"1023029"	"প্রণবকুমার গিরি"	
"1023030"	"ডঃ প্রবীর রঞ্জন শূর"	
"1023031"	"উদয় চট্টোপাধ্যায়"	
"1023032"	"রণবীর মুখোপাধ্যায়"	
"1023033"	"শিবেন সাহা"	
"1023034"	"সুসানা খের্তোপান"	
"1023035"	"শঙ্কর মুখোপাধ্যায়"	
"1023036"	"তপন মিশ্র"	
"1023037"	"অমল কে ভৌমিক"	
"1023038"	"কার্লা ফাব্রিস"	
"1023039"	"নির্মলেন্দু সরকার"	
"1023040"	"গুরুদাস বাজানী"	
"1023041"	"অলোক মুখোপাধ্যায়"	
"1023042"	"পৌলমী মজুমদার"	
"1023043"	"শুভাশিস চিরকল্যান পাত্র"	
"1023044"	"এ. কে. এম. মাহবুবুর রহমান"	
"1023045"	"সুহৃদ দে"	
"1023046"	"রাধাগোবিন্দ মাইতি"	
"1023047"	"ডাঃ স্বপন কুমার সুর"	
"1023048"	"বিপ্লব জানা"	
"1023049"	"ড. শঙ্করকুমার ঘোষ"	
"1023050"	"প্রিয়ব্রত ঘোষ"	
"1023051"	"মদনমোহন গুহ"	
"1023052"	"শ্রীব্যাসদেব"	
"1023053"	"কৌশিক হালদার"	
"1023054"	"দ্বারিকানাথ ঘোষ"	
"1023055"	"ড. অসিত কুমার বসু"	
"1023056"	"অরুপ গুছাইত"	
"1023057"	"সুধাংশুভূষণ চট্টোপাধ্যায়"	
"1023058"	"শিশির কুমার আদক"	
"1023059"	"এন. চক্রবর্তী"	
"1023060"	"বিমল দত্ত"	
"1023061"	"রামানন্দ চক্রবর্তী"	
"1023062"	"শিবশংকর ঘোষ"	
"1023063"	"পীতবাস রাউতরায়"	
"1023064"	"বঙ্কিমচন্দ্র ঘোষ"	
"1023065"	"বৃহস্পতি মন্ডল"	
"1023066"	"কানাই পদ রায়"	
"1023067"	"অলোক কুমার সরকার"	
"1023068"	"হরেন্দ্রনাথ মাইতি"	
"1023069"	"প্রণবকুমার ঝাঁ"	
"1023070"	"অনিল সান্যাল"	
"1023071"	"অরিত্র দাশ"	
"1023072"	"অশেষ কুমার দাস"	
"1023073"	"গুরুদাস চক্রবর্তী"	
"1023074"	"রিংকু সাহা"	
"1023075"	"শৈলাজন্দ মুখোপাধ্যায়"	
"1023076"	"তপন কুমার দেব"	
"1023077"	"দিনেশ কুমার চট্টোরাজ"	
"1023078"	"যুথিকা রায়"	
"1023079"	"শ্যামসুন্দর কুণ্ডু"	
"1023080"	"মালতী অধিকারী"	
"1023081"	"কৃপাসাগর সাহু"	
"1023082"	"ভূদেব বিশ্বাস"	
"1023083"	"ওমর খৈয়াম"	
"1023084"	"প্রদীপ্ত মুখোপাধ্যায়"	
"1023085"	"জ্যোৎস্না দেবনাথ"	
"1023086"	"সুকুমার পয়রা"	
"1023087"	"পূরবী ঘোষ"	
"1023088"	"চন্দনা মুখোপাধ্যায়"	
"1023089"	"ড. অমরেন্দ্রনাথ বসু"	
"1023090"	"অমরেন্দ্রনাথ বসু"	
"1023091"	"জঁ জেনে"	
"1023092"	"অনন্ত দাশ"	
"1023093"	"ঝরা বসু"	
"1023094"	"স্বামী মহানন্দ"	
"1023095"	"তাপস কুমার হাজরা"	
"1023096"	"শর্মিলা বসুদত্ত"	
"1023097"	"সীমা সরকার"	
"1023098"	"সৌরিন গুহ"	
"1023099"	"মহুয়া সেনগুপ্ত"	
"1023100"	"হানস মাগনুস এনৎসেনসবারগার"	
"1023101"	"হীরা সাধক"	
"1023102"	"শ্রীপর্ণ"	
"1023103"	"রিচার্ড রাইট"	
"1023104"	"সোমেন ঘোষ"	
"1023105"	"সুখেন বিশ্বাস"	
"1023106"	"দীপ্তিপ্রকাশ দে"	
"1023107"	"রবীন্দ্র সরকার"	
"1023108"	"সুভাষচন্দ্র ঘোষ"	
"1023109"	"সুশীল সিংহ"	
"1023110"	"মুহাম্মদ এমদাদুল বারী"	
"1023111"	"অমূল্যভূষণ পাল"	
"1023112"	"চিত্ত মুখোপাধ্যায়"	
"1023113"	"দিলীপ বন্দ্যোপাধ্যায়"	
"1023114"	"অর্ঘ্য দত্ত"	
"1023115"	"শুভমন"	
"1023116"	"দেবতোষ গুহ"	
"1023117"	"রবিশঙ্কর"	
"1023118"	"সুধীরঞ্জন মুখোপাধ্যায়"	
"1023119"	"পরিতোষ চন্দ্র গুহ"	
"1023120"	"অনির্বাণ দত্ত"	
"1023121"	"মানস ভট্টাচার্য"	
"1023122"	"মধুছন্দা ভট্টাচার্য"	
"1023123"	"মাওলানা মুহাম্মদ আবূ মূসা"	
"1023124"	"শান্তি নাথ"	
"1023125"	"সাত্যকি সেনগুপ্ত"	
"1023126"	"শর্মিষ্ঠা দাস"	
"1023127"	"আরণ্যক বসু"	
"1023128"	"নিকোলাস গিয়্যেন"	
"1023129"	"প্রতিভাস"	
"1023130"	"হুয়ান রুলফো"	
"1023131"	"সনাতন দত্ত"	
"1023132"	"সলিল বন্দ্যোপাধ্যায়"	
"1023133"	"অরিজিৎ বাগ"	
"1023134"	"শম্ভু চৌধুরি"	
"1023135"	"সৌরভ মিত্র"	
"1023136"	"শঙ্কর ভট্টাচার্য"	
"1023137"	"দীপঙ্কর বিশ্বাস"	
"1023138"	"ডোরিস লেসিং"	
"1023139"	"নন্দদুলাল আচার্য"	
"1023140"	"মানবী বন্দ্যোপাধ্যায়"	
"1023141"	"মধু বসু"	
"1023142"	"ভবানীপ্রসাদ দত্ত"	
"1023143"	"সাধনা বসু"	
"1023144"	"স্বপন দে"	
"1023145"	"অসীম সামন্ত"	
"1023146"	"প্রবাল গোস্বামী"	
"1023147"	"প্রবীরকুমার ঘোষ"	
"1023148"	"শুভ্রা রায়চৌধুরী"	
"1023149"	"আইভি চট্টোপাধ্যায়"	
"1023150"	"গোপাল মিস্ত্রি"	
"1023151"	"বিজয় দত্ত"	
"1023152"	"ঊর্মিলা চক্রবর্তী"	
"1023153"	"জি. বি. দাস"	
"1023154"	"দেবলীনা দেবনাথ"	
"1023155"	"মানস ঘোষ"	
"1023156"	"সর্বজিৎ সরকার"	
"1023157"	"বাল্মিকী"	
"1023158"	"সুশান্ত গঙ্গোপাধ্যায়"	
"1023159"	"গাব্রিয়েল গার্সিয়া মার্কেস"	
"1023160"	"রনজিৎ কুমার সমাদ্দার"	
"1023161"	"আবৃত্তির কথা"	
"1023162"	"প্রবীর পাল"	
